"","state.abb","name","population","id","missing_2020","missing_2021","Notes","source"
"1220","ME","franklin county",29460,116285,"","","uploaded files to portal","https://www.maine.gov/audit/county/annual-audit-reports.html"
"1221","ME","washington county",31087,NA,"missing","missing","can't find","https://www.maine.gov/audit/county/annual-audit-reports.html"
"1222","ME","lincoln county",35249,116287,"","missing","",""
"1223","ME","sagadahoc county",36724,116290,"","missing","",""
"1224","ME","waldo county",39654,116292,"","missing","only 2019 2020","https://www.maine.gov/audit/county/annual-audit-reports.html"
"1225","ME","knox county",40657,48983,"","","",""
"1226","ME","somerset county",50460,116291,"","","uploaded files to portal","https://www.maine.gov/audit/county/annual-audit-reports.html"
"1227","ME","hancock county",55500,105873,"","missing","",""
"1228","ME","oxford county",57894,116288,"","","",""
"1229","ME","aroostook county",67064,NA,"missing","missing","only 2019","https://www.maine.gov/audit/county/annual-audit-reports.html"
"1230","ME","androscoggin county",111180,795435,"","","uploaded files to portal","https://www.maine.gov/audit/county/annual-audit-reports.html"
"1231","ME","kennebec county",123832,NA,"missing","","uploaded files to portal","https://www.maine.gov/audit/county/annual-audit-reports.html"
"1232","ME","penobscot county",152165,NA,"missing","missing","only 2019","https://www.maine.gov/audit/county/annual-audit-reports.html"
"1233","ME","york county",212256,NA,"missing","","uploaded files to portal","https://www.yorkcountymaine.gov/finance"
"1234","ME","cumberland county",303570,44562,"","","",""
"1235","MI","keweenaw county",2068,79308,"","","",""
"1236","MI","luce county",5336,34274,"","","",""
"1237","MI","ontonagon county",5805,80103,"","","",""
"1238","MI","schoolcraft county",8056,116735,"","","",""
"1239","MI","baraga county",8140,77650,"","","",""
"1240","MI","oscoda county",8239,80136,"","","",""
"1241","MI","alger county",8842,77518,"","","",""
"1242","MI","montmorency county",9164,79879,"","","",""
"1243","MI","alcona county",10189,77511,"","","",""
"1244","MI","mackinac county",10816,79570,"","","",""
"1245","MI","iron county",11628,34268,"","","",""
"1246","MI","lake county",12094,79351,"","","",""
"1247","MI","crawford county",12993,34256,"","","",""
"1248","MI","presque isle county",12997,80348,"","","",""
"1249","MI","gogebic county",14346,78827,"","","",""
"1250","MI","arenac county",15003,77584,"","","",""
"1251","MI","missaukee county",15057,79847,"","","",""
"1252","MI","kalkaska county",17916,79275,"","","",""
"1253","MI","benzie county",17997,77751,"","","",""
"1254","MI","ogemaw county",20779,64907,"","","",""
"1255","MI","leelanau county",22312,79449,"","","",""
"1256","MI","osceola county",22906,80131,"","","",""
"1257","MI","menominee county",23450,79743,"","","",""
"1258","MI","antrim county",23459,77569,"","","",""
"1259","MI","roscommon county",23466,80482,"","","",""
"1260","MI","manistee county",25061,79603,"","","",""
"1261","MI","otsego county",25138,80148,"","","",""
"1262","MI","iosco county",25185,34267,"","","",""
"1263","MI","gladwin county",25375,78813,"","","",""
"1264","MI","cheboygan county",25584,34252,"","","",""
"1265","MI","dickinson county",25898,78424,"","","",""
"1266","MI","charlevoix county",26034,149466,"","","",""
"1267","MI","oceana county",26713,80061,"","","",""
"1268","MI","alpena county",28880,34247,"","","",""
"1269","MI","mason county",29038,79683,"","","",""
"1270","MI","clare county",30834,34254,"","","",""
"1271","MI","huron county",31371,34264,"","","",""
"1272","MI","wexford county",33685,34289,"","","",""
"1273","MI","emmet county",34104,34259,"","","",""
"1274","MI","chippewa county",36781,34253,"","","",""
"1275","MI","delta county",36860,34257,"","","",""
"1276","MI","houghton county",37238,34263,"","","",""
"1277","MI","mecosta county",39792,34277,"","","",""
"1278","MI","sanilac county",40502,34285,"","","",""
"1279","MI","gratiot county",41667,34262,"","","",""
"1280","MI","branch county",44868,1035815,"","","",""
"1281","MI","hillsdale county",45733,79069,"","","",""
"1282","MI","newaygo county",50095,34281,"","","",""
"1283","MI","cass county",51550,34251,"","","",""
"1284","MI","tuscola county",53310,34286,"","","",""
"1285","MI","st joseph county",60931,NA,"missing","missing","",""
"1286","MI","barry county",62598,NA,"missing","missing","uploaded files to portal",""
"1287","MI","isabella county",64513,65167,"","","",""
"1288","MI","marquette county",66012,34276,"","","",""
"1289","MI","montcalm county",66648,44103,"","","",""
"1290","MI","ionia county",66855,34266,"","","",""
"1291","MI","shiawassee county",68006,43521,"","","",""
"1292","MI","van buren county",75576,34287,"","","",""
"1293","MI","clinton county",79157,34255,"","","",""
"1294","MI","midland county",83481,34278,"","","",""
"1295","MI","lapeer county",88572,34272,"","","",""
"1296","MI","grand traverse county",95411,166494,"","","",""
"1297","MI","lenawee county",99320,34273,"","","",""
"1298","MI","bay county",103733,34248,"","","",""
"1299","MI","eaton county",109176,34258,"","","",""
"1300","MI","allegan county",120647,34246,"","","",""
"1301","MI","calhoun county",134184,77987,"","","",""
"1302","MI","berrien county",154183,93412,"","","",""
"1303","MI","monroe county",154893,34279,"","","",""
"1304","MI","jackson county",160225,90182,"","","",""
"1305","MI","st clair county",160375,NA,"missing","missing","",""
"1306","MI","muskegon county",175848,149464,"","","",""
"1307","MI","saginaw county",189860,34283,"","","",""
"1308","MI","livingston county",193971,43045,"","","",""
"1309","MI","kalamazoo county",261767,34270,"","","",""
"1310","MI","ingham county",284640,34265,"","","",""
"1311","MI","ottawa county",296889,44907,"","","",""
"1312","MI","washtenaw county",371817,34288,"","","",""
"1313","MI","genesee county",405757,34260,"","","",""
"1314","MI","kent county",658460,34271,"","","",""
"1315","MI","macomb county",880176,34275,"","","",""
"1316","MI","oakland county",1272413,34282,"","","",""
"1317","MI","wayne county",1789129,NA,"missing","missing","",""
"1318","MN","traverse county",3361,81393,"","","",""
"1319","MN","lake of the woods county",3764,97928,"","","",""
"1320","MN","red lake county",3940,106104,"","missing","",""
"1321","MN","kittson county",4198,42732,"","missing","",""
"1322","MN","big stone county",5158,34709,"","","",""
"1323","MN","mahnomen county",5372,43391,"","","",""
"1324","MN","cook county",5595,34715,"","","",""
"1325","MN","lincoln county",5628,34727,"","","",""
"1326","MN","grant county",6094,34721,"","","",""
"1327","MN","norman county",6435,34729,"","","",""
"1328","MN","wilkin county",6482,34746,"","","",""
"1329","MN","lac qui parle county",6702,34726,"","","",""
"1330","MN","murray county",8172,116882,"","missing","",""
"1331","MN","clearwater county",8571,34714,"","","",""
"1332","MN","marshall county",9026,116881,"","","",""
"1333","MN","pipestone county",9414,81371,"","","",""
"1334","MN","yellow medicine county",9504,45150,"","","",""
"1335","MN","stevens county",9666,34741,"","","",""
"1336","MN","rock county",9684,116883,"","","",""
"1337","MN","swift county",9804,34742,"","","",""
"1338","MN","jackson county",9992,81353,"","","",""
"1339","MN","lake county",10918,42455,"","","",""
"1340","MN","watonwan county",11231,42461,"","","",""
"1341","MN","pope county",11326,42731,"","","",""
"1342","MN","cottonwood county",11509,106073,"","","",""
"1343","MN","koochiching county",12025,43130,"","","",""
"1344","MN","chippewa county",12596,34712,"","","",""
"1345","MN","faribault county",13901,97925,"","","",""
"1346","MN","pennington county",13950,34731,"","","",""
"1347","MN","wadena county",14119,34744,"","","",""
"1348","MN","renville county",14697,42734,"","","",""
"1349","MN","sibley county",14810,42737,"","","",""
"1350","MN","roseau county",15293,34736,"","","",""
"1351","MN","redwood county",15408,34734,"","","",""
"1352","MN","aitkin county",15718,34707,"","","",""
"1353","MN","kanabec county",16049,149469,"","","",""
"1354","MN","houston county",18851,42458,"","","",""
"1355","MN","waseca county",18964,81396,"","","",""
"1356","MN","martin county",19982,106090,"","","",""
"1357","MN","dodge county",20895,NA,"missing","missing","",""
"1358","MN","fillmore county",21234,34719,"","","",""
"1359","MN","hubbard county",21392,58699,"","","",""
"1360","MN","wabasha county",21400,43928,"","","",""
"1361","MN","nobles county",22207,42454,"","","",""
"1362","MN","meeker county",23431,42738,"","","",""
"1363","MN","lyon county",25170,116880,"","","",""
"1364","MN","todd county",25277,34743,"","","",""
"1365","MN","brown county",25903,43833,"","","",""
"1366","MN","mille lacs county",26462,43392,"","","",""
"1367","MN","le sueur county",28639,42736,"","","",""
"1368","MN","pine county",28889,34732,"","","",""
"1369","MN","cass county",30142,34711,"","","",""
"1370","MN","freeborn county",30902,43924,"","","",""
"1371","MN","polk county",31083,42446,"","","",""
"1372","MN","morrison county",33995,43362,"","","",""
"1373","MN","nicollet county",34504,34728,"","","",""
"1374","MN","becker county",35194,43132,"","","",""
"1375","MN","carlton county",36193,42460,"","","",""
"1376","MN","mcleod county",36738,42453,"","","",""
"1377","MN","steele county",37375,81392,"","","",""
"1378","MN","douglas county",39089,34718,"","","",""
"1379","MN","mower county",40054,43363,"","","",""
"1380","MN","benton county",41357,42735,"","","",""
"1381","MN","isanti county",41385,34723,"","","",""
"1382","MN","kandiyohi county",43726,42456,"","","",""
"1383","MN","itasca county",45035,34724,"","","",""
"1384","MN","beltrami county",46243,42955,"","","",""
"1385","MN","goodhue county",47575,34720,"","","",""
"1386","MN","winona county",49640,34747,"","","",""
"1387","MN","chisago county",56713,34713,"","","",""
"1388","MN","otter tail county",60072,42730,"","","",""
"1389","MN","clay county",65332,42733,"","","",""
"1390","MN","crow wing county",66277,34716,"","","",""
"1391","MN","rice county",67086,34735,"","","",""
"1392","MN","blue earth county",69211,43390,"","","",""
"1393","MN","sherburne county",97580,34739,"","","",""
"1394","MN","carver county",107284,34710,"","","",""
"1395","MN","wright county",141860,43364,"","","",""
"1396","MN","scott county",151350,34738,"","","",""
"1397","MN","stearns county",158467,34740,"","","",""
"1398","MN","olmsted county",163028,34730,"","","",""
"1399","MN","st louis county",200064,NA,"missing","missing","",""
"1400","MN","washington county",268372,196920,"","","",""
"1401","MN","anoka county",364458,34708,"","","",""
"1402","MN","dakota county",440393,34717,"","","",""
"1403","MN","ramsey county",551699,34733,"","","",""
"1404","MN","hennepin county",1281568,34722,"","","",""
"1405","MO","worth county",1962,NA,"missing","missing","have financial staments, no statement of net position","https://auditor.mo.gov/AuditReport/Reports?SearchLocalState=4"
"1406","MO","mercer county",3513,NA,"missing","missing","have financial staments, no statement of net position","https://auditor.mo.gov/AuditReport/Reports?SearchLocalState=4"
"1407","MO","knox county",3739,NA,"missing","missing","have financial staments, no statement of net position",""
"1408","MO","schuyler county",4010,NA,"missing","missing","have financial staments, no statement of net position",""
"1409","MO","holt county",4184,47087,"","missing","",""
"1410","MO","putnam county",4690,NA,"missing","missing","have financial staments, no statement of net position",""
"1411","MO","scotland county",4699,97984,"","","",""
"1412","MO","carter county",5202,35112,"","missing","",""
"1413","MO","atchison county",5308,NA,"missing","missing","have financial staments, no statement of net position",""
"1414","MO","sullivan county",5987,NA,"missing","missing","have financial staments, no statement of net position",""
"1415","MO","reynolds county",6077,NA,"missing","missing","have financial staments, no statement of net position",""
"1416","MO","shelby county",6088,97985,"","","",""
"1417","MO","gentry county",6134,97956,"","","",""
"1418","MO","clark county",6661,44792,"","missing","",""
"1419","MO","shannon county",7028,64944,"","missing","",""
"1420","MO","chariton county",7384,NA,"missing","missing","have financial staments, no statement of net position",""
"1421","MO","dade county",7587,97954,"","missing","",""
